pdb_id,cid,target,species,affinity,affinity_type,tanimoto
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),5490,IC50,0.97030
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),20000,IC50,0.97030
5ABW,119034,Neutrophil elastase,Homo sapiens (Human),416,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,0.94059
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),3.20e+3,IC50,0.94059
5OVR,119034,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens (Human),>4E4,IC50,0.96040
2LEO,119034,Protease,Human immunodeficiency virus 1 (HIV-1),62700,IC50,0.96040
1HNY,119034,Pancreatic alpha-amylase,Sus scrofa (Pig),22600,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 1,Homo sapiens (Human),210000,IC50,0.94059
7LAF,119034,Polyunsaturated fatty acid lipoxygenase ALOX15B,Homo sapiens (Human),>40000,IC50,0.95050
3G4L,119034,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Homo sapiens (Human),>20000,IC50,0.89908
1YTV,119034,Vasopressin V1a receptor,Homo sapiens (Human),2325,EC50,0.91429
7LBG,119034,Tissue factor,Homo sapiens (Human),5,IC50,0.93069
7CFM,119034,G-protein coupled bile acid receptor 1,Homo sapiens (Human),1430,EC50,0.94059
6D4D,119034,Receptor-type tyrosine-protein phosphatase epsilon,Homo sapiens (Human),>40000,IC50,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),14000,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),12380,IC50,0.95283
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),5500,IC50,0.94059
7B7U,119034,DNA polymerase beta,Homo sapiens (Human),18600,IC50,0.94059
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),4440,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),>20000,IC50,0.95283
3LPO,119034,"Sucrase-isomaltase, intestinal",Rattus norvegicus (Rat),>1000000,IC50,0.94059
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),1170,IC50,0.93069
6B19,119034,Reverse transcriptase,Human immunodeficiency virus 1,4900,IC50,na
2J8T,119034,Aldo-keto reductase family 1 member B1,Rattus norvegicus,28800,IC50,0.88073
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,na
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),87000,IC50,0.93069
7LEU,119034,Transcription factor p65,Homo sapiens (Human),31,IC50,0.94059
7B7U,119034,DNA polymerase beta,Homo sapiens (Human),8800,IC50,0.93069
6D4D,119034,Receptor-type tyrosine-protein phosphatase epsilon,Homo sapiens (Human),>40000,IC50,0.93069
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,1.00000
1Z8D,119034,"Glycogen phosphorylase, muscle form",Homo sapiens (Human),20000,IC50,0.97030
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),6300,IC50,0.88991
2JOD,119034,Adenylate cyclase,Spirulina platensis,100000,IC50,1.00000
7MHY,119034,Ghrelin O-acyltransferase,Homo sapiens (Human),>1.00e+5,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),42000,IC50,0.96040
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,0.93069
3DWW,119034,Prostaglandin G/H synthase 1,Homo sapiens (Human),380000,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),20600,IC50,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),9000,IC50,0.94059
7B7U,119034,DNA polymerase beta,Homo sapiens (Human),3000,IC50,0.93069
7CFM,119034,G-protein coupled bile acid receptor 1,Homo sapiens (Human),>10000,EC50,1.00000
7CFM,119034,G-protein coupled bile acid receptor 1,Homo sapiens (Human),2250,EC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),17000,IC50,1.00000
3OP3,119034,M-phase inducer phosphatase 2,Homo sapiens (Human),980,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),20000,IC50,0.97030
2WID,119034,Cholinesterase,Equus caballus (Horse),16560,IC50,0.96040
5OVR,119034,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens (Human),11620,IC50,0.93069
4C2J,119034,"Acetyl-CoA acetyltransferase, mitochondrial",Rattus norvegicus,77900,IC50,0.93069
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,na
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),4.93E3,IC50,0.96040
1MX5,119034,Cocaine esterase,Homo sapiens (Human),1900,IC50,0.88073
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),28000,IC50,0.96040
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),144000,IC50,0.96040
1HNY,119034,Pancreatic alpha-amylase,Sus scrofa (Pig),31200,IC50,0.97030
6L47,119034,Sterol O-acyltransferase 1,Rattus norvegicus,64000,IC50,0.96040
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,0.99010
7LEU,119034,Transcription factor p65,Homo sapiens (Human),2400,IC50,0.93069
2WID,119034,Cholinesterase,Equus caballus (Horse),35640,Ki,0.96040
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),42000,IC50,0.93069
1JY1,119034,Tyrosyl-DNA phosphodiesterase 1,Homo sapiens (Human),>100000,IC50,0.97030
5WZM,119034,Phospholipase A2,Homo sapiens (Human),3000,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),17000,IC50,1.00000
1BHG,119034,Beta-glucuronidase,Escherichia coli (Enterobacteria),63000,IC50,na
6B19,119034,Reverse transcriptase,Human immunodeficiency virus 1,4900,IC50,na
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),144000,IC50,0.96040
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),42000,IC50,0.99010
1N8S,119034,Pancreatic triacylglycerol lipase,Sus scrofa (Pig),83,IC50,0.93069
1O1V,119034,Solute carrier organic anion transporter family member 1B3,Homo sapiens (Human),891,IC50,0.95050
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>40000,IC50,0.99010
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),5100,IC50,0.93069
2CS5,119034,Receptor-type tyrosine-protein phosphatase F,Homo sapiens (Human),>4E4,IC50,0.96040
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),17400,IC50,0.92661
1YCI,119034,Hypoxia-inducible factor 1-alpha,Homo sapiens (Human),>100000,IC50,0.94059
7LBG,119034,Tissue factor,Homo sapiens (Human),0.054000,IC50,na
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),5050,IC50,0.93069
1FC0,119034,"Glycogen phosphorylase, liver form",Rattus norvegicus,99000,IC50,0.96040
2CS5,119034,Receptor-type tyrosine-protein phosphatase F,Homo sapiens (Human),3800,IC50,0.94059
5CR1,119034,Solute carrier organic anion transporter family member 1B1,Homo sapiens (Human),3802,IC50,0.95050
1X9N,119034,DNA ligase 1,Homo sapiens (Human),262000,IC50,0.94059
5I8H,119034,Env polyprotein,Human immunodeficiency virus 1,>100000,EC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),6000,Ki,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),34000,IC50,0.96040
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,0.96040
5X8S,119034,Nuclear receptor ROR-gamma,Homo sapiens (Human),130,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>40000,IC50,1.00000
5V1B,119034,Egl nine homolog 1/Prolyl hydroxylase EGLN2/Prolyl hydroxylase EGLN3/Transmembrane prolyl 4-hydroxylase,Homo sapiens (Human),>50000,EC50,0.96040
1FC0,119034,"Glycogen phosphorylase, liver form",Rattus norvegicus,101000,IC50,0.97030
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),1.433E4,IC50,0.96040
3C9E,119034,Cathepsin D,Homo sapiens (Human),18200,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,0.97030
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,0.94059
7MTA,119034,Rhodopsin,Bos taurus,180000,IC50,0.95283
7LBG,119034,Tissue factor,Homo sapiens (Human),0.221000,IC50,0.95050
5V1B,119034,Egl nine homolog 1/Prolyl hydroxylase EGLN2/Prolyl hydroxylase EGLN3/Transmembrane prolyl 4-hydroxylase,Homo sapiens (Human),>50000,EC50,0.94059
7MTA,119034,Rhodopsin,Bos taurus,120000,EC50,0.95283
2CS5,119034,Receptor-type tyrosine-protein phosphatase F,Homo sapiens (Human),>40000,IC50,0.93069
5I8H,119034,Env polyprotein,Human immunodeficiency virus 1,>100000,EC50,0.94059
6L47,119034,Sterol O-acyltransferase 1,Rattus norvegicus,44000,IC50,0.90741
2CS5,119034,Receptor-type tyrosine-protein phosphatase F,Homo sapiens (Human),11800,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),>30000,IC50,0.95050
6NB3,119034,Spike glycoprotein,2019-nCoV,476100,IC50,na
1X9N,119034,DNA ligase 1,Homo sapiens (Human),186000,IC50,0.93069
1IOX,119034,Epidermal growth factor receptor,Homo sapiens (Human),>20000,IC50,0.93069
6D4D,119034,Receptor-type tyrosine-protein phosphatase epsilon,Homo sapiens (Human),>40000,IC50,0.97030
7MHY,119034,Ghrelin O-acyltransferase,Homo sapiens (Human),>1.00e+5,IC50,0.93069
7B7U,119034,DNA polymerase beta,Homo sapiens (Human),12600,IC50,0.97030
5EYZ,119034,Receptor-type tyrosine-protein phosphatase C,Homo sapiens (Human),1000,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),3500,IC50,0.93069
2J8T,119034,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),72000,IC50,0.96040
1HNY,119034,Pancreatic alpha-amylase,Sus scrofa (Pig),94100,IC50,0.93069
3BZU,119034,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens (Human),1900,IC50,0.94059
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,1.00000
5CR1,119034,Solute carrier organic anion transporter family member 1B1,Homo sapiens (Human),2110,Ki,0.95050
5V1B,119034,Egl nine homolog 1/Prolyl hydroxylase EGLN2/Prolyl hydroxylase EGLN3/Transmembrane prolyl 4-hydroxylase,Homo sapiens (Human),>50000,EC50,0.93069
1O1V,119034,Solute carrier organic anion transporter family member 1B3,Homo sapiens (Human),680,Ki,0.95050
3QCB,119034,Receptor-type tyrosine-protein phosphatase alpha,Homo sapiens (Human),>40000,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>40000,IC50,0.94059
5E5R,119034,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens (Human),>4E4,IC50,0.96040
2J8T,119034,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),41000,IC50,0.94059
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,0.99010
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),28000,IC50,0.96040
3LII,119034,Acetylcholinesterase,Electrophorus electricus (Electric eel),>100000,Ki,0.96040
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),19000,IC50,0.94059
1G8Q,119034,CD81 antigen,Homo sapiens (Human),21,Kd,0.91429
2B3X,119034,TYR_PHOSPHATASE_2 domain-containing protein,Mycobacterium tuberculosis,14000,IC50,0.93069
1JY1,119034,Tyrosyl-DNA phosphodiesterase 1,Homo sapiens (Human),>100000,IC50,0.96040
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),18000,IC50,0.92661
2LEO,119034,Protease,Human immunodeficiency virus 1 (HIV-1),4000,IC50,0.94059
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),30400,IC50,na
3QCB,119034,Receptor-type tyrosine-protein phosphatase alpha,Homo sapiens (Human),>40000,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),2400,IC50,0.94059
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),5.93E3,IC50,0.96040
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),22387,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),116000,IC50,0.97030
1HNY,119034,Pancreatic alpha-amylase,Sus scrofa (Pig),>200000,IC50,1.00000
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),1.947E4,IC50,0.96040
5E5R,119034,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens (Human),25780,IC50,0.94059
4I5X,119034,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),4000,IC50,0.94059
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),2300,IC50,0.94059
5E5R,119034,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens (Human),31330,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),14000,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),3400,Ki,0.94059
4I5X,119034,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),630,IC50,0.96040
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),>30000,IC50,0.96040
2WID,119034,Cholinesterase,Equus caballus (Horse),>100000,Ki,0.96040
7LAF,119034,Polyunsaturated fatty acid lipoxygenase ALOX15B,Homo sapiens (Human),>40000,IC50,0.94059
2J8T,119034,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),34000,IC50,1.00000
2J8T,119034,Aldo-keto reductase family 1 member B1,Homo sapiens (Human),124000,IC50,0.93069
2WGP,119034,Dual specificity protein phosphatase 3,Homo sapiens (Human),5400,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),1100,IC50,0.97030
2CS5,119034,Receptor-type tyrosine-protein phosphatase F,Homo sapiens (Human),>40000,IC50,0.97030
5E5R,119034,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens (Human),14190,IC50,0.93069
1MX1,119034,Liver carboxylesterase 1,Homo sapiens (Human),100,IC50,0.94059
6KEY,119034,"Nitric oxide synthase, inducible",Homo sapiens (Human),>40000,IC50,0.93069
4I5X,119034,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),72,Ki,0.93069
2JFD,119034,Fatty acid synthase,Gallus gallus (Chicken),13100,IC50,0.94059
1N28,119034,Basic phospholipase A2 PLA-A,Trimeresurus flavoviridis,2500,IC50,0.94059
6B19,119034,Reverse transcriptase,Human immunodeficiency virus 1,3400,IC50,na
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),>20000,IC50,1.00000
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),3370,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),>30000,IC50,0.93269
6NB3,119034,Spike glycoprotein,2019-nCoV,99870,IC50,na
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),3400,IC50,0.93069
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),>20000,IC50,1.00000
4I5X,119034,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),90,IC50,0.93069
2ZNP,119034,Peroxisome proliferator-activated receptor alpha,Homo sapiens (Human),41310,EC50,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Homo sapiens (Human),28000,IC50,0.96040
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens (Human),5.5,IC50,0.93069
3LII,119034,Acetylcholinesterase,Electrophorus electricus (Electric eel),>30000,Ki,0.96040
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),0.850000,IC50,0.93069
4PHC,119034,Histidine-rich protein PFHRP-II,Plasmodium falciparum,>20000000,IC50,0.94059
1IOX,119034,Epidermal growth factor receptor,Homo sapiens (Human),>20000,IC50,0.95050
1MX1,119034,Liver carboxylesterase 1,Homo sapiens (Human),100,IC50,0.93069
1BBC,119034,Basic phospholipase A2 1,Naja melanoleuca,2900,IC50,0.94059
4I5X,119034,Aldo-keto reductase family 1 member B10,Homo sapiens (Human),5900,IC50,1.00000
2CS5,119034,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens (Human),7400,IC50,0.96040
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,0.97030
7B7U,119034,DNA polymerase beta,Rattus norvegicus,3700,IC50,0.93069
6B19,119034,Reverse transcriptase,Human immunodeficiency virus 1,3400,IC50,na
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),6250,IC50,0.96040
6ML8,119034,Hemagglutinin,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),46500,Kd,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),163000,IC50,0.97030
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),103200,IC50,0.99010
7LAF,119034,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens (Human),>40000,IC50,0.95050
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),34000,IC50,0.96040
6Q6Q,119034,Xanthine dehydrogenase/oxidase,Bos taurus (Bovine),>100000,IC50,0.87826
3QCB,119034,Receptor-type tyrosine-protein phosphatase alpha,Homo sapiens (Human),>40000,IC50,0.97030
5PNT,119034,Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens (Human),7200,IC50,0.94059
6MTW,119034,Acidic phospholipase A2 EC-I,Echis carinatus,2300,IC50,0.94059
7B7U,119034,DNA polymerase beta,Rattus norvegicus,4800,IC50,0.94059
7LBG,119034,Tissue factor,Homo sapiens (Human),1.3,IC50,na
3DWW,119034,Prostaglandin G/H synthase 2,Homo sapiens (Human),>40000,IC50,0.99010
3BZU,119034,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens (Human),810,IC50,0.97030
2OBD,119034,Cholesteryl ester transfer protein,Homo sapiens (Human),46600,IC50,0.94059
6IIL,119034,Ubiquitin carboxyl-terminal hydrolase 47,Homo sapiens (Human),26000,IC50,0.94059
7CFM,119034,G-protein coupled bile acid receptor 1,Homo sapiens (Human),>10000,EC50,0.99010
1O1V,119034,Solute carrier organic anion transporter family member 1B3,Homo sapiens (Human),11482,IC50,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),67800,IC50,0.99010
5CR1,119034,Solute carrier organic anion transporter family member 1B1,Homo sapiens (Human),15849,IC50,0.94059
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),21000,IC50,0.93069
2LEO,119034,Protease,Human immunodeficiency virus 1 (HIV-1),4000,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),1200,IC50,0.94059
6VN2,119034,Ubiquitin carboxyl-terminal hydrolase 7,Homo sapiens (Human),7000,IC50,0.94059
3DWW,119034,Prostaglandin G/H synthase 1,Ovis aries (Sheep),>40000,IC50,0.97030
6TPK,119034,Oxytocin receptor,Homo sapiens (Human),2671,EC50,0.91429
5E5R,119034,Tyrosine-protein phosphatase non-receptor type 6,Homo sapiens (Human),24560,IC50,0.97030
5PNT,119034,Low molecular weight phosphotyrosine protein phosphatase,Homo sapiens (Human),21200,IC50,0.93069
1Z8D,119034,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus (rabbit),9000,IC50,0.94059
6FE2,13250,Carbonic anhydrase 9,Homo sapiens (Human),800,Ki,0.91089
2FW4,13250,Carbonic anhydrase 7,Homo sapiens (Human),910,Ki,0.91089
2CAB,13250,Carbonic anhydrase 2,Homo sapiens (Human),660,Ki,0.87368
2CAB,13250,Carbonic anhydrase 1,Homo sapiens (Human),830,Ki,0.91089
1A5H,13250,Tissue-type plasminogen activator,Homo sapiens (Human),>10000,IC50,0.87156
1TZN,13250,Anthrax toxin receptor 2,Homo sapiens,>300000,IC50,0.91346
5AKV,13250,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),5840,IC50,0.86408
5AKV,13250,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),11470,IC50,0.91346
5MSB,13250,Carbonic anhydrase 12,Homo sapiens (Human),860,Ki,0.91089
6Q9T,13250,Carbonic anhydrase 14,Homo sapiens (Human),770,Ki,0.91089
6Q6Q,13250,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),628000,IC50,0.91346
5AKV,13250,Polyphenol oxidase 2,Agaricus bisporus (Common mushroom),25730,IC50,0.92233
2CAB,13250,Carbonic anhydrase 2,Homo sapiens (Human),610,Ki,0.96842
4J24,13250,Estrogen receptor,Homo sapiens (Human),8970,IC50,0.27536
6AT6,13250,T cell receptor alpha variable 4,Homo sapiens (Human),>94266,IC50,0.91579
2ARQ,13250,Plasminogen activator inhibitor 1,Homo sapiens (Human),370,IC50,0.87156
4LA0,13250,Albumin,Bos taurus,>94266,IC50,0.91579
2FW4,13250,Carbonic anhydrase 7,Homo sapiens (Human),900,Ki,0.87368
6FE2,13250,Carbonic anhydrase 9,Homo sapiens (Human),910,Ki,0.87368
2CAB,13250,Carbonic anhydrase 2,Homo sapiens (Human),420,Ki,0.91089
2CAB,13250,Carbonic anhydrase 1,Homo sapiens (Human),690,Ki,0.87368
2I9A,13250,Urokinase-type plasminogen activator,Homo sapiens (Human),44,IC50,0.87156
8D43,13250,Alpha-glucosidase MAL62,Saccharomyces cerevisiae,11508003889,IC50,0.91579
6Q9T,13250,Carbonic anhydrase 14,Homo sapiens (Human),830,Ki,0.87368
6C6P,13250,Squalene monooxygenase,Rattus norvegicus,4200,IC50,1.00000
5MSB,13250,Carbonic anhydrase 12,Homo sapiens (Human),850,Ki,0.87368
2ARQ,13250,Plasminogen activator inhibitor 1,Homo sapiens (Human),7850,IC50,0.84821
7TRO,13250,"Alpha-(1,3)-fucosyltransferase 7",Homo sapiens (Human),8000,IC50,0.91579
1TZN,13250,Anthrax toxin receptor 2,Homo sapiens,>300000,IC50,0.91579
6FE2,13250,Carbonic anhydrase 9,Homo sapiens (Human),780,Ki,0.96842
2I9A,13250,Urokinase-type plasminogen activator,Mus musculus (Mouse),162,IC50,0.87156
2FW4,13250,Carbonic anhydrase 7,Homo sapiens (Human),750,Ki,0.96842
2ARQ,13250,Plasminogen activator inhibitor 1,Homo sapiens (Human),23,Kd,0.87156
2CAB,13250,Carbonic anhydrase 1,Homo sapiens (Human),650,Ki,0.96842
6Q6Q,13250,Xanthine dehydrogenase/oxidase,Homo sapiens (Human),15520,IC50,0.91579
